"","DBN","Year","Mean Scale Score_e","Mean Scale Score_m","Total Enrollment","% Female","% Male","% Asian","% Black","% Hispanic","% Multi-Racial","% Native American","% White","% Missing Race/Ethnicity Data","% Students with Disabilities","% English Language Learners","% Poverty","Economic Need Index","# Total Days_a","# Days Absent_a","# Days Present_a","% Attendance_a","# Contributing 10+ Total Days and 1+ Pres Day_a","# Chronically Absent_a","% Chronically Absent_a","% tested_e","% tested_m"
"1022","10X254",2023,0.0728186970609717,0.0934711385881861,464,0.495689660310745,0.504310369491577,0.0150862066075206,0.131465524435043,0.831896543502808,0.00215517240576446,0.00215517240576446,0.0172413792461157,0,0.267241388559341,0.269396543502808,"0.95","0.94084697961807251",85028,"8325","76703","90.209106449999993","524","190","36.259540559999998",0.928879310344828,0.65301724137931
"1023","10X254",2022,0.815297228290959,0.775594359542442,454,0.493392080068588,0.506607949733734,0.0220264308154583,0.125550657510757,0.839207053184509,0,0.00220264308154583,0.0110132154077291,0,0.264317184686661,0.310572683811188,"0.892070472240448","0.92244809865951538",80606,"9721","70885","87.940101619999993","481","226","46.985446930000002",0.936123348017621,0.680616740088106
"1024","10X254",2019,0.783881677911604,0.803205305755269,493,0.492900609970093,0.507099390029907,0.0243407711386681,0.158215016126633,0.807302236557007,0.00202839751727879,0.00202839751727879,0.00608519278466702,0,0.2738336622715,0.373225152492523,"0.89655172824859619","0.9328458309173584",87719,"7422","80297","91.538894650000003","528","166","31.439394",0.918864097363083,0.957403651115619
"1025","10X279",2023,0.0985069892398916,0.120068872493957,732,0.502732217311859,0.497267752885818,0.0232240445911884,0.157103821635246,0.799180328845978,0.00273224036209285,0.00546448072418571,0.00819672085344791,0.00409836042672396,0.2213114798069,0.233606562018394,"0.95","0.95",132359,"10414","121945","92.132003780000005","782","222","28.388746260000001",0.724043715846995,0.755464480874317
"1026","10X279",2022,0.821936652506328,0.80017501175559,778,0.492287904024124,0.507712066173553,0.0282776355743408,0.149100258946419,0.802056550979614,0.00257069407962263,0.00642673531547189,0.00771208247169852,0.00385604123584926,0.226221084594727,0.272493571043015,"0.95","0.95",137725,"13196","124529","90.418586730000001","817","283","34.638923650000002",0.730077120822622,0.741645244215938
"1027","10X279",2019,0.807032548226261,0.819361492556082,1031,0.466537356376648,0.533462643623352,0.0329776927828789,0.16003879904747,0.795344352722168,0.00387972849421203,0.0048496606759727,0.00290979631245136,0,0.203685745596886,0.273520857095718,"0.95","0.95",184128,"11815","172313","93.583267210000002","1092","241","22.06959724",0.675072744907856,0.698351115421921
"1028","10X280",2023,0.101467411240891,0.132929502021844,700,0.502857148647308,0.497142851352692,0.0871428549289703,0.0957142859697342,0.764285743236542,0.00571428565308452,0.00428571412339807,0.0428571440279484,0,0.264285713434219,0.205714285373688,"0.94857144355773926","0.92567861080169678",126445,"13622","112823","89.226936339999995","757","328","43.328929899999999",0.681428571428571,0.72
"1029","10X280",2022,0.823003398394521,0.81686257623038,718,0.511142075061798,0.488857924938202,0.100278548896313,0.103064067661762,0.746518135070801,0.00557103054597974,0.00557103054597974,0.0389972142875195,0,0.271587729454041,0.16852368414402,"0.92200559377670288","0.91539525985717773",127929,"14361","113568","88.774238589999996","771","328","42.542152399999999",0.629526462395543,0.612813370473538
"1030","10X280",2019,0.817297232565672,0.836981585235331,816,0.496323525905609,0.503676474094391,0.0955882370471954,0.0772058814764023,0.769607841968536,0.00122549023944885,0.00490196095779538,0.0514705888926983,0,0.303921580314636,0.17034313082695,"0.93995100259780884","0.89201593399047852",146407,"11979","134428","91.818016049999997","854","263","30.796253199999999",0.67156862745098,0.685049019607843
"1031","10X291",2023,0.0976344071626374,0.125903971079996,416,0.449519217014313,0.550480782985687,0.0048076924867928,0.0625,0.913461565971375,0.0048076924867928,0.0024038462433964,0.0120192309841514,0,0.230769231915474,0.283653855323792,"0.95","0.92459374666213989",73382,"7407","65975","89.906242370000001","441","169","38.321994779999997",0.579326923076923,0.600961538461538
"1032","10X291",2022,0.807560142496779,0.781555578987716,447,0.465324372053146,0.534675598144531,0.00671140942722559,0.0671140924096107,0.90827739238739,0,0,0.0178970918059349,0,0.223713651299477,0.306487709283829,"0.95","0.92232435941696167",79139,"9040","70099","88.577056880000001","476","223","46.848739620000003",0.523489932885906,0.550335570469799
"1033","10X291",2019,0.821019574595183,0.803760180113789,601,0.489184677600861,0.510815322399139,0.00665557384490967,0.0748752057552338,0.915141403675079,0,0,0.00332778692245483,0,0.181364387273788,0.286189675331116,"0.95","0.935435950756073",108294,"9735","98559","91.010581970000004","654","228","34.862384800000001",0.479201331114809,0.499168053244592
"1034","10X306",2023,0.0774133319263546,0.10349426492791,434,0.472350239753723,0.527649760246277,0.00460829492658377,0.267281115055084,0.716589868068695,0.00460829492658377,0.00460829492658377,0,0.00230414746329188,0.193548381328583,0.161290317773819,"0.90322577953338623","0.93044471740722656",79069,"7260","71809","90.818145749999999","483","172","35.610767359999997",0.534562211981567,0.571428571428571
"1035","10X306",2022,0.784634063389076,0.758303511267996,475,0.484210520982742,0.515789449214935,0.00842105224728584,0.273684203624725,0.711578965187073,0.00421052612364292,0,0.00210526306182146,0,0.193684205412865,0.149473682045937,"0.90947365760803223","0.93327999114990234",85685,"8345","77340","90.260841369999994","517","201","38.878143309999999",0.515789473684211,0.528421052631579
"1036","10X306",2019,0.79804062017452,0.789343637594425,651,0.522273421287537,0.477726578712463,0.0138248847797513,0.250384032726288,0.7265744805336,0,0.00153609830886126,0.00768049154430628,0,0.211981564760208,0.162826418876648,"0.89093703031539917","0.94697695970535278",116480,"9081","107399","92.203811650000006","712","210","29.494382860000002",0.480798771121352,0.497695852534562
"1037","10X307",2023,0.0810943564634515,0.0785846512460717,228,0.447368413209915,0.552631556987762,0.0482456125319004,0.0614035092294216,0.881578922271729,0.00438596494495869,0,0.00438596494495869,0,0.210526317358017,0.438596487045288,"0.89035087823867798","0.91604822874069214",40754,"4146","36608","89.826766969999994","249","105","42.168674469999999",0.43859649122807,0.464912280701754
"1038","10X307",2022,0.786033372486092,0.773410249530889,250,0.476000010967255,0.523999989032745,0.0719999969005585,0.0560000017285347,0.84799998998642,0.00400000018998981,0,0.0199999995529652,0,0.187999993562698,0.483999997377396,"0.87599998712539673","0.91048800945281982",44364,"4196","40168","90.541877749999998","266","103","38.721805570000001",0.496,0.504
"1039","10X307",2019,0.800737823049635,0.784412049563477,342,0.461988300085068,0.53801167011261,0.0555555559694767,0.0526315793395042,0.874269008636475,0,0,0.0175438597798347,0,0.21345029771328,0.421052634716034,"0.84210526943206787","0.89975732564926147",59296,"3034","56262","94.883300779999999","357","51","14.28571415",0.473684210526316,0.47953216374269
"1040","10X308",2023,0.132745284615734,0.116321913381711,257,0.708171188831329,0.291828781366348,0.0155642023310065,0.159533068537712,0.785992205142975,0.0116731515154243,0.00389105058275163,0.00778210116550326,0.0155642023310065,0.24124513566494,0.151750966906548,"0.91828793287277222","0.90839302539825439",45255,"4419","40836","90.2353363","260","98","37.692306520000002",0.894941634241245,0.821011673151751
"1041","10X308",2022,0.846059498367818,0.786274842483494,251,0.749004006385803,0.250996023416519,0.0199203193187714,0.183266937732697,0.76494026184082,0.00398406386375427,0.00398406386375427,0.0239043831825256,0,0.262948215007782,0.147410362958908,"0.90836656093597412","0.88645815849304199",43977,"5593","38384","87.281990050000005","257","122","47.470817570000001",0.880478087649402,0.844621513944223
"1042","10X308",2019,0.84033310694475,0.840646587032473,271,0.745387434959412,0.254612535238266,0.01476014778018,0.19188192486763,0.782287836074829,0,0,0.011070110835135,0,0.225092247128487,0.0627306252717972,"0.92250925302505493","0.88877123594284058",47582,"3434","44148","92.78298187","274","72","26.277372360000001",0.907749077490775,0.907749077490775
"1043","10X310",2023,0.0770634322234078,0.0976493990162158,460,0.497826099395752,0.502173900604248,0.0130434781312943,0.134782612323761,0.83695650100708,0.00652173906564713,0,0.00869565177708864,0,0.208695650100708,0.189130440354347,"0.95","0.92546957731246948",82879,"8723","74156","89.47502136","500","205","41",0.441304347826087,0.465217391304348
"1044","10X310",2022,0.791620208492526,0.776169333960669,512,0.48046875,0.51953125,0.017578125,0.109375,0.849609375,0.0078125,0.001953125,0.013671875,0,0.21484375,0.201171875,"0.923828125","0.89358711242675781",90032,"9368","80664","89.59481049","534","229","42.883895870000003",0.453125,0.453125
"1045","10X310",2019,0.816669089280216,0.819281375253367,674,0.505934715270996,0.494065284729004,0.0207715127617121,0.100890204310417,0.853115737438202,0.00148367951624095,0.00148367951624095,0.0222551934421062,0,0.173590511083603,0.142433241009712,"0.93916916847229004","0.87931007146835327",119005,"8573","110432","92.79610443","714","188","26.33053207",0.425816023738872,0.43026706231454
"1046","10X315",2023,0.126851889194883,0.122636298784329,190,0.547368407249451,0.452631592750549,0.0105263162404299,0.0947368443012238,0.863157868385315,0.0105263162404299,0,0.0210526324808598,0,0.210526317358017,0.200000002980232,"0.95","0.91877895593643188",33999,"3106","30893","90.864440920000007","206","77","37.378639219999997",0.726315789473684,0.7
"1047","10X315",2022,0.849465167949109,0.797463205022495,202,0.509900987148285,0.490099012851715,0.0198019798845053,0.118811883032322,0.811881184577942,0.0148514853790402,0.00495049497112632,0.0297029707580805,0,0.183168321847916,0.17326731979847,"0.93069308996200562","0.90105444192886353",35085,"3613","31472","89.702148440000002","205","78","38.048782350000003",0.698019801980198,0.693069306930693
"1048","10X315",2019,0.836611631692606,0.814608257245996,230,0.508695662021637,0.491304337978363,0.0173913035541773,0.143478259444237,0.830434799194336,0.00434782588854432,0,0.00434782588854432,0,0.213043481111526,0.134782612323761,"0.93913042545318604","0.91854345798492432",40778,"3041","37737","92.542549129999998","237","62","26.16033745",0.691304347826087,0.682608695652174
"1049","10X331",2023,0.0960737278840317,0.0926183023546158,360,0.491666674613953,0.508333325386047,0.00555555569007993,0.227777779102325,0.747222244739532,0,0.0111111113801599,0.00833333376795053,0,0.21111111342907,0.177777782082558,"0.86388885974884033","0.90540832281112671",64909,"5753","59156","91.136825560000005","401","141","35.162094119999999",0.875,0.925
"1050","10X331",2022,0.819593394453004,0.781551049690773,411,0.501216530799866,0.498783469200134,0.0145985400304198,0.240875914692879,0.722627758979797,0,0.00973236002027988,0.0121654504910111,0,0.279805362224579,0.199513375759125,"0.87834548950195313","0.92279320955276489",71365,"8193","63172","88.519584660000007","427","194","45.433254239999997",0.815085158150852,0.829683698296837
"1051","10X331",2019,0.805174122164298,0.809236167373491,434,0.451612889766693,0.548387110233307,0.0115207377821207,0.26497694849968,0.716589868068695,0.00460829492658377,0,0.00230414746329188,0,0.255760371685028,0.205069124698639,"0.86405527591705322","0.92376500368118286",77828,"4499","73329","94.219306950000004","462","79","17.099567409999999",0.884792626728111,0.905529953917051
"1052","10X340",2023,0.09609091952077,0.103304588268946,467,0.509635984897614,0.490364015102386,0.0107066379860044,0.0985010713338852,0.860813677310944,0.00214132759720087,0,0.0278372596949339,0,0.274089932441711,0.235546037554741,"0.90578156709671021","0.92677086591720581",82964,"8584","74380","89.653343199999995","492","209","42.479675290000003",0.453961456102784,0.464668094218415
"1053","10X340",2022,0.807751417207624,0.784162639525276,468,0.485042721033096,0.514957249164581,0.0170940179377794,0.085470087826252,0.86965811252594,0.00641025649383664,0.00213675224222243,0.0192307699471712,0,0.279914528131485,0.286324799060822,"0.91880339384078979","0.92380768060684204",82983,"10102","72881","87.826423649999995","495","236","47.67676926",0.455128205128205,0.446581196581197
"1054","10X340",2019,0.809272656932545,0.806262210592043,593,0.467116355895996,0.532883644104004,0.0185497477650642,0.0792580097913742,0.875210821628571,0.00337268132716417,0.00168634066358209,0.0219224281609058,0,0.274873524904251,0.303541302680969,"0.84822934865951538","0.89079761505126953",106427,"9110","97317","91.440139770000002","641","224","34.945396420000002",0.458684654300169,0.468802698145025
"1055","10X342",2023,0.0362541908845474,0.0644909833583495,479,0.446764081716537,0.55323588848114,0,0,1,0,0,0,0,0.0855949893593788,0.722338199615479,"0.95","0.95",82710,"10036","72674","87.866035460000006","530","219","41.320754999999998",0.235908141962422,0.196242171189979
"1056","10X342",2022,0.756469025181769,0.740050125471846,490,0.459183663129807,0.540816307067871,0,0,1,0,0,0,0,0.110204078257084,0.783673465251923,"0.88163262605667114","0.94999998807907104",80970,"7706","73264","90.482894900000005","507","149","29.38855934",0.208163265306122,0.159183673469388
"1057","10X342",2019,0.745666922779417,0.774801682019936,518,0.48455598950386,0.515444040298462,0.00193050189409405,0.00193050189409405,0.996138989925385,0,0,0,0,0.0868725851178169,0.712355196475983,"0.95","0.95",88523,"7183","81340","91.885726930000004","548","125","22.810218809999999",0.258687258687259,0.28957528957529
"1058","10X344",2023,0.118338292067555,0.175933257634627,313,0.482428103685379,0.517571866512299,0.0575079880654812,0.124600641429424,0.613418519496918,0.0607028752565384,0.00638977624475956,0.134185299277306,0.00319488812237978,0.201277956366539,0.0607028752565384,"0.63897764682769775","0.55590939521789551",54801,"4337","50464","92.085914610000003","320","89","27.8125",0.437699680511182,0.437699680511182
"1059","10X344",2022,0.841935248099766,0.853866752754694,341,0.460410565137863,0.539589464664459,0.0557184740900993,0.129032254219055,0.604105591773987,0.0557184740900993,0.00586510263383389,0.149560123682022,0,0.205278590321541,0.0439882688224316,"0.58651024103164673","0.48829498887062073",59967,"5783","54184","90.356361390000004","343","128","37.31778336",0.3841642228739,0.381231671554252
"1060","10X344",2019,0.853123077791893,0.84202980973597,378,0.468253970146179,0.531746029853821,0.0370370373129845,0.129629626870155,0.626984119415283,0.0317460335791111,0.00793650839477777,0.16666667163372,0,0.230158731341362,0.0370370373129845,"0.5317460298538208","0.477679044008255",66748,"4023","62725","93.972854609999999","381","63","16.53543282",0.452380952380952,0.44973544973545
"1061","10X360",2023,0.0596698694958267,0.0632466210604111,307,0.478827357292175,0.521172642707825,0.00651465775445104,0.0846905559301376,0.899022817611694,0.00325732887722552,0,0.00651465775445104,0,0.205211728811264,0.201954394578934,"0.91856676340103149","0.91569703817367554",54954,"6292","48662","88.550422670000003","341","159","46.627567290000002",0.429967426710098,0.449511400651466
"1062","10X360",2022,0.757725600994064,0.727086731228869,346,0.476878613233566,0.523121416568756,0.00289017334580421,0.0895953774452209,0.898843944072723,0,0.00289017334580421,0.00578034669160843,0,0.20520231127739,0.202312141656876,"0.8786126971244812","0.86947399377822876",61632,"8111","53521","86.839630130000003","378","213","56.349205019999999",0.445086705202312,0.450867052023121
"1063","10X360",2019,0.804999316696821,0.789769701809155,433,0.457274824380875,0.542725145816803,0.0207852199673653,0.110854506492615,0.833718240261078,0,0.00461893761530519,0.0300230942666531,0,0.235565826296806,0.180138573050499,"0.93533486127853394","0.88175517320632935",76554,"7356","69198","90.391098020000001","459","194","42.265796659999999",0.406466512702079,0.427251732101617
"1064","10X363",2023,0.0790910299366558,0.0623466485982118,708,0.439265549182892,0.560734450817108,0.0155367227271199,0.0988700538873672,0.833333313465118,0.00282485876232386,0.00282485876232386,0.0155367227271199,0.0310734454542398,0.248587563633919,0.307909607887268,"0.90960454940795898","0.93027865886688232",127466,"14481","112985","88.639320369999993","764","320","41.88481522",0.895480225988701,0.930790960451977
"1065","10X363",2022,0.807838675320671,0.767244066527658,726,0.464187324047089,0.535812675952911,0.0206611566245556,0.112947657704353,0.836088180541992,0.00137741048820317,0.0110192839056253,0.0179063361138105,0,0.250688701868057,0.30303031206131,"0.93112945556640625","0.93498760461807251",127639,"16694","110945","86.920928959999998","765","386","50.457515720000004",0.869146005509642,0.880165289256198
"1066","10X363",2019,0.793027897068611,0.790534352422517,582,0.457044661045074,0.542955338954926,0.0189003441482782,0.108247421681881,0.850515484809875,0.00171821308322251,0.0085910651832819,0.0120274918153882,0,0.278350502252579,0.314432978630066,"0.92439860105514526","0.93266493082046509",103106,"7275","95831","92.944152829999993","602","152","25.249170299999999",0.883161512027491,0.93127147766323
"1067","10X368",2023,0.112683845532917,0.555475694235294,942,0.447983026504517,0.552016973495483,0.021231422200799,0.0711252689361572,0.861995756626129,0.00530785555019975,0.00636942684650421,0.0339702777564526,0,0.218683645129204,0.168789803981781,"0.87261146306991577","0.85873568058013916",157837,"13743","144094","91.292915339999993","977","276","28.249744419999999",0.40552016985138,0.278131634819533
"1068","10X368",2022,0.836909522859959,0.799199452215278,954,0.480083853006363,0.519916117191315,0.0230607967823744,0.0775681361556053,0.855345904827118,0.00314465397968888,0.00628930795937777,0.034591194242239,0,0.22641509771347,0.175052404403687,"0.86582809686660767","0.8412969708442688",162704,"18207","144497","88.809738159999995","990","409","41.313129429999996",0.352201257861635,0.244234800838574
"1069","10X368",2019,0.810788695993264,0.555475694235294,1022,0.453033268451691,0.546966731548309,0.0420743636786938,0.0841487273573875,0.822896301746368,0.00391389429569244,0.00978473573923111,0.0362035222351551,0.000978473573923111,0.217221140861511,0.167318984866142,"0.86301368474960327","0.80874043703079224",175793,"13513","162280","92.313117980000001","1070","264","24.672897339999999",0.445205479452055,0.306262230919765
"1070","10X382",2023,0.0406819661361444,0.0577924324047482,241,0.468879669904709,0.531120359897614,0.00829875562340021,0.211618259549141,0.771784245967865,0.00414937781170011,0.00414937781170011,0,0,0.203319504857063,0.344398349523544,"0.95","0.95",43408,"3548","39860","91.82639313","262","82","31.297710420000001",0.50207468879668,0.539419087136929
"1071","10X382",2022,0.746761117722149,0.745421083136071,242,0.438016533851624,0.561983466148376,0.00413223123177886,0.194214880466461,0.78925621509552,0.00413223123177886,0.00413223123177886,0.00413223123177886,0,0.219008266925812,0.363636374473572,"0.95","0.95",42084,"3798","38286","90.975189209999996","255","91","35.686275479999999",0.524793388429752,0.541322314049587
"1072","10X382",2019,0.779743559205677,0.772627197402153,278,0.521582722663879,0.478417277336121,0.00719424476847053,0.22302158176899,0.762589931488037,0,0.00719424476847053,0,0,0.187050357460976,0.291366904973984,"0.95","0.95",51006,"4197","46809","91.771553040000001","302","80","26.49006653",0.525179856115108,0.553956834532374
"1073","10X386",2023,0.0717925462718223,0.08818227970712,437,0.519450783729553,0.480549186468124,0.0137299774214625,0.121281467378139,0.848970234394073,0,0.00228832941502333,0.0137299774214625,0,0.128146454691887,0.256292909383774,"0.94508010149002075","0.93680548667907715",76827,"6081","70746","92.084815980000002","461","135","29.284164430000001",0.459954233409611,0.462242562929062
"1074","10X386",2022,0.78364966371772,0.754583587860843,464,0.5,0.5,0.00646551745012403,0.122844830155373,0.853448271751404,0,0,0.0172413792461157,0,0.135775864124298,0.265086203813553,"0.95","0.94652801752090454",81438,"8261","73177","89.856086730000001","487","206","42.29979324",0.413793103448276,0.420258620689655
"1075","10X386",2019,0.779155288625892,0.771812720811778,604,0.463576167821884,0.536423861980438,0.00662251655012369,0.115894041955471,0.862582802772522,0,0,0.0149006620049477,0,0.182119205594063,0.326158940792084,"0.95","0.95",106034,"6944","99090","93.451156620000006","631","144","22.82091904",0.432119205298013,0.447019867549669
"1076","10X390",2023,0.0924126401731611,0.102435756868444,393,0.483460545539856,0.516539454460144,0.00508905854076147,0.155216291546822,0.816793918609619,0,0.00763358781114221,0.0152671756222844,0,0.229007631540298,0.239185750484467,"0.95","0.93748348951339722",70270,"6311","63959","91.018928529999997","420","131","31.190475459999998",0.895674300254453,0.908396946564885
"1077","10X390",2022,0.822998197730318,0.791274373679229,470,0.427659571170807,0.572340428829193,0.00425531901419163,0.153191491961479,0.821276605129242,0,0.0106382975354791,0.0106382975354791,0,0.236170217394829,0.255319148302078,"0.93191486597061157","0.92340213060379028",83286,"8325","74961","90.004325870000002","494","205","41.497974399999997",0.893617021276596,0.902127659574468
"1078","10X390",2019,0.789935143111298,0.811632318984102,539,0.460111320018768,0.539888679981232,0.0111317252740264,0.129870131611824,0.853432297706604,0,0.00185528758447617,0.00371057516895235,0,0.26345083117485,0.278293132781982,"0.95","0.93399816751480103",96569,"4857","91712","94.970436100000001","568","75","13.204225539999999",0.877551020408163,0.929499072356215
"1079","10X391",2023,0.0574010118056474,0.0844589592113015,343,0.501457750797272,0.498542279005051,0.00291545200161636,0.204081639647484,0.775510191917419,0.00291545200161636,0.00874635577201843,0.00583090400323272,0,0.256559759378433,0.323615163564682,"0.9358600378036499","0.94733530282974243",64430,"7473","56957","88.401367190000002","402","156","38.805969240000003",0.900874635568513,0.988338192419825
"1080","10X391",2022,0.782018339953431,0.778285217407494,358,0.472067028284073,0.527932941913605,0.00279329600743949,0.226256981492043,0.75698322057724,0.00279329600743949,0.00837988872081041,0.00279329600743949,0,0.254189938306808,0.312849164009094,"0.92458099126815796","0.95",64052,"8547","55505","86.656150819999993","399","204","51.12781906",0.94413407821229,0.958100558659218
"1081","10X391",2019,0.748923213625043,0.769966914262744,475,0.467368423938751,0.532631576061249,0.0189473684877157,0.231578946113586,0.73263156414032,0,0.00631578965112567,0.0105263162404299,0,0.26736843585968,0.355789482593536,"0.92421054840087891","0.95",83830,"6917","76913","91.748779299999995","533","134","25.140712740000001",0.888421052631579,0.96421052631579
"1082","10X396",2023,0.101673999176353,0.134014762386461,219,0.484018266201019,0.515981733798981,0.00456620985642076,0.219178080558777,0.757990896701813,0,0.00456620985642076,0.00913241971284151,0.00456620985642076,0.383561640977859,0.210045665502548,"0.8995434045791626","0.90463924407958984",38968,"3342","35626","91.423728940000004","236","72","30.50847435",0.337899543378995,0.337899543378995
"1083","10X396",2022,0.805182501169978,0.792256727860699,246,0.463414639234543,0.53658539056778,0.0203252024948597,0.207317069172859,0.747967481613159,0.00406504049897194,0.00813008099794388,0.0121951214969158,0,0.39430895447731,0.16666667163372,"0.89024388790130615","0.89544486999511719",43017,"4301","38716","90.001625059999995","268","107","39.92537308",0.353658536585366,0.353658536585366
"1084","10X396",2019,0.788273481192376,0.784511700589844,291,0.450171828269958,0.549828171730042,0.0103092780336738,0.178694158792496,0.80412369966507,0,0.00343642616644502,0.00343642616644502,0,0.353951901197433,0.199312716722488,"0.93127149343490601","0.92590034008026123",53117,"3077","50040","94.207130430000007","328","62","18.90243912",0.40893470790378,0.419243986254296
"1085","10X447",2023,0.0870985583170404,0.103449252111612,436,0.486238539218903,0.513761460781097,0.00458715576678514,0.123853214085102,0.846330285072327,0.00229357788339257,0.00458715576678514,0.0160550456494093,0.00229357788339257,0.220183491706848,0.266055047512054,"0.92431193590164185","0.94158488512039185",77191,"6122","71069","92.069023130000005","459","157","34.204792019999999",0.924311926605505,0.935779816513762
"1086","10X447",2022,0.815805752986009,0.799985335560455,432,0.479166656732559,0.520833313465118,0.00462962966412306,0.129629626870155,0.837962985038757,0.00231481483206153,0.00462962966412306,0.020833333954215,0,0.210648149251938,0.284722208976746,"0.93055558204650879","0.94191664457321167",76576,"6727","69849","91.215263370000002","451","138","30.598669050000002",0.928240740740741,0.958333333333333
"1087","10X447",2019,0.816948488881475,0.838725192941498,459,0.498910665512085,0.501089334487915,0.0174291934818029,0.111111111938953,0.851851880550385,0,0.00871459674090147,0.0108932461589575,0,0.191721126437187,0.298474937677383,"0.95","0.95",81561,"4940","76621","93.943183899999994","473","98","20.718816759999999",0.941176470588235,0.973856209150327
"1088","11X016",2023,0.0609957893910601,0.0792544639937812,315,0.549206376075745,0.450793653726578,0.0507936514914036,0.292063504457474,0.549206376075745,0.0126984128728509,0.0571428574621677,0.0317460335791111,0.00634920643642545,0.117460317909718,0.244444444775581,"0.91111111640930176","0.84007298946380615",55479,"6374","49105","88.510971069999997","352","177","50.284091949999997",0.365079365079365,0.403174603174603
"1089","11X016",2022,0.795236511601513,0.780010989934341,278,0.525179862976074,0.474820137023926,0.0539568327367306,0.370503604412079,0.471223026514053,0.0107913669198751,0.0647481977939606,0.0287769790738821,0,0.187050357460976,0.125899285078049,"0.91366904973983765","0.80735611915588379",49537,"7084","42453","85.699577329999997","311","184","59.163986209999997",0.410071942446043,0.420863309352518
"1090","11X016",2019,0.823584734281977,0.818047346153309,335,0.51044774055481,0.489552229642868,0.053731344640255,0.456716418266296,0.385074615478516,0.00597014930099249,0.068656712770462,0.0298507455736399,0,0.235820889472961,0.10746268928051,"0.93731343746185303","0.82791644334793091",60225,"6587","53638","89.062683109999995","378","170","44.97354507",0.51044776119403,0.53134328358209
"1091","11X019",2023,0.150315675133518,0.192408355642363,633,0.488151669502258,0.511848330497742,0.0379146933555603,0.0710900500416756,0.345971554517746,0.0331753566861153,0.0142180090770125,0.49605056643486,0.00157977885100991,0.151658773422241,0.105845183134079,"0.56714057922363281","0.48382595181465149",113191,"7543","105648","93.336044310000005","666","146","21.921922680000002",0.642969984202212,0.663507109004739
"1092","11X019",2022,0.866401348213258,0.8501111589889,596,0.474832206964493,0.525167763233185,0.0318791940808296,0.0788590610027313,0.318791955709457,0.0335570462048054,0.0117449667304754,0.525167763233185,0,0.157718122005463,0.0771812051534653,"0.53523492813110352","0.4235210120677948",104845,"6455","98390","93.843292239999997","616","115","18.668830870000001",0.629194630872483,0.644295302013423
"1093","11X019",2019,0.865964190397263,0.879234420521297,520,0.469230771064758,0.530769228935242,0.0326923094689846,0.0615384615957737,0.267307698726654,0.0153846153989434,0.00961538497358561,0.611538469791412,0.00192307692486793,0.167307689785957,0.0942307710647583,"0.53461539745330811","0.4125596284866333",93504,"5287","88217","94.345695500000005","549","92","16.757741930000002",0.625,0.640384615384615
"1094","11X021",2023,0.0627386419814594,0.0599799395049661,483,0.484472036361694,0.515527963638306,0.0351966880261898,0.530020713806152,0.383022785186768,0.0124223604798317,0.014492753893137,0.0248447209596634,0,0.223602488636971,0.0910973101854324,"0.9275362491607666","0.9101179838180542",86433,"10442","75991","87.918968199999995","551","276","50.090744020000002",0.542443064182195,0.542443064182195
"1095","11X021",2022,0.780818684099549,0.756377021544024,493,0.478701829910278,0.521298170089722,0.0405679531395435,0.535496950149536,0.379310339689255,0.0101419882848859,0.00811359006911516,0.0263691674917936,0,0.227180525660515,0.109533466398716,"0.88843810558319092","0.88589048385620117",87663,"12447","75216","85.801307679999994","548","291","53.10218811",0.535496957403651,0.54158215010142
"1096","11X021",2019,0.803493390669907,0.781450832328352,647,0.445131361484528,0.554868638515472,0.032457496970892,0.618238031864166,0.299845427274704,0.0170015450567007,0.0170015450567007,0.0154559509828687,0,0.222565680742264,0.106646060943604,"0.92117464542388916","0.88330137729644775",117345,"11124","106221","90.520263670000006","716","260","36.312850949999998",0.513137557959815,0.516228748068006
"1097","11X041",2023,0.0456824095015254,0.0800268999885246,601,0.464226275682449,0.535773694515228,0.0183028280735016,0.454242914915085,0.494176357984543,0.00166389346122742,0.0133111476898193,0.0183028280735016,0,0.226289510726929,0.144758731126785,"0.93344426155090332","0.92089664936065674",109393,"13007","96386","88.109840390000002","684","334","48.830410000000001",0.545757071547421,0.550748752079867
"1098","11X041",2022,0.767323135646324,0.753499601172561,662,0.466767370700836,0.533232629299164,0.0211480371654034,0.462235659360886,0.474320232868195,0.00453172205016017,0.0120845921337605,0.0256797578185797,0,0.216012090444565,0.134441092610359,"0.93504530191421509","0.91269487142562866",115425,"16361","99064","85.825424190000007","704","379","53.835227969999998",0.489425981873112,0.495468277945619
"1099","11X041",2019,0.793371151320613,0.811135196524374,862,0.49419954419136,0.505800485610962,0.0208816714584827,0.49419954419136,0.452436208724976,0,0.00464037107303739,0.0278422273695469,0,0.196055680513382,0.116009280085564,"0.95","0.90701162815093994",153034,"14447","138587","90.559616090000006","921","350","38.002170560000003",0.519721577726218,0.522041763341067
"1100","11X068",2023,0.1311308632468,0.148216715954099,478,0.468619257211685,0.531380772590637,0.00836820062249899,0.71129709482193,0.234309628605843,0.0188284516334534,0.00836820062249899,0.016736401244998,0.00209205015562475,0.297071129083633,0.0188284516334534,"0.76359832286834717","0.75074267387390137",85491,"9032","76459","89.435142519999999","519","214","41.233139039999998",0.47489539748954,0.476987447698745
